Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Dominant_Topic
0.864539777998361,0.033812203265104965,0.033911524732957395,0.03387299192978792,0.03386350207378884,Topic_1
0.029137307111782515,0.029013123834416524,0.02900356448683912,0.029081302662625028,0.8837647019043368,Topic_5
0.8841655679628434,0.028904806883348524,0.02893035381695576,0.029062378231174583,0.02893689310567774,Topic_1
0.025343134239115817,0.02527525009413075,0.025328854565142517,0.02531571533132972,0.8987370457702811,Topic_5
0.35135617032844063,0.5622797409653502,0.028965745982833045,0.028636151491988233,0.02876219123138801,Topic_2
0.033880595537796605,0.03377571070688149,0.8644390637199083,0.03412748388705616,0.03377714614835737,Topic_3
0.029073639082254483,0.028987584428446754,0.028937768971633956,0.02898795423307356,0.8840130532845912,Topic_5
0.029015621455529446,0.8839634263645484,0.028932374340041964,0.029144531988057224,0.02894404585182293,Topic_2
0.025415022436692688,0.025227110379427185,0.8988039751700373,0.02508515471627764,0.02546873729756525,Topic_3
0.3557100142208408,0.029321242360595096,0.02898091069914586,0.028834821629171194,0.557153011090247,Topic_5
0.025620886478027075,0.8988227923763675,0.025203818524161946,0.025261499157852054,0.025091003463591454,Topic_2
0.3988102858659237,0.029290154626738476,0.02886792431605472,0.02883362078667521,0.5141980144046078,Topic_5
0.02910973648503668,0.02887079594974006,0.8841676635393769,0.028653038042999165,0.029198765982847114,Topic_3
0.41961932206987657,0.034209530535653364,0.03358444460512069,0.47895903368493625,0.033627669104413185,Topic_4
0.025742575668411576,0.898061462770121,0.02543377913459988,0.025147006383006425,0.02561517604386105,Topic_2
0.38199912807376246,0.02929486608304695,0.028915768745983228,0.028815891182920418,0.530974345914287,Topic_5
0.025620886478027075,0.8988227923763675,0.025203818524161946,0.025261499157852054,0.025091003463591454,Topic_2
0.025415022436692688,0.025227110379427185,0.8988039751700373,0.02508515471627764,0.02546873729756525,Topic_3
0.8652496560643375,0.03366894888975791,0.033710892660267916,0.03368363806955378,0.03368686431608289,Topic_1
0.029024136002200943,0.8843501128743512,0.028889582325823584,0.028888986427576573,0.028847182370047773,Topic_2
0.025511092074636754,0.898566849102583,0.025345492198497643,0.025199683603641894,0.025376883020640652,Topic_2
0.8848938609447827,0.028926928902622634,0.028685787964537007,0.02880399203025927,0.028689430157798557,Topic_1
0.02875119364401153,0.02891489426681696,0.5512077009803957,0.36232326060027586,0.028802950508500087,Topic_3
0.028679281125249007,0.02921895007140772,0.8845210339519647,0.0286684723853661,0.02891226246601249,Topic_3
0.5591720154130321,0.028904108975262,0.0286960525085892,0.3544506936109331,0.028777129492183612,Topic_1
0.029034683178108592,0.02894424304016778,0.029015899702142297,0.028998590911052616,0.8840065831685288,Topic_5
0.8992725784793856,0.025345942932837328,0.025170363892420042,0.025105633833828047,0.02510548086152901,Topic_1
0.02903627652897126,0.8842731335921022,0.02893374893206777,0.028826930434035235,0.02892991051282342,Topic_2
0.8849348873857765,0.028876147816369362,0.02871417944415219,0.02881460715870467,0.028660178194997162,Topic_1
0.028968295669568617,0.8842104003730847,0.02897247714154141,0.028933298327262994,0.02891552848854221,Topic_2
0.025415022436692688,0.025227110379427185,0.8988039751700373,0.02508515471627764,0.02546873729756525,Topic_3
0.025492620201644927,0.8980962705677268,0.02539644648677986,0.025594853362807587,0.025419809381040746,Topic_2
0.02865593647714166,0.02874166749346738,0.02859551441620565,0.8853457061684091,0.028661175444776116,Topic_4
0.025269726140462134,0.025156462986282203,0.025212620376606265,0.025053433254456473,0.8993077572421929,Topic_5
0.02517750327249358,0.8990499554783461,0.025238703299956776,0.02533002533301022,0.025203812616193245,Topic_2
0.02865924722366956,0.02887721178263116,0.5454211808811685,0.36831332970464276,0.028729030407888045,Topic_3
0.02940108743175051,0.029404470054186407,0.8824232117074965,0.029455089424452647,0.029316141382113796,Topic_3
0.02897044353134703,0.028891740911845536,0.02899151689455423,0.028888047033380725,0.8842582516288725,Topic_5
0.029108940747948817,0.028991674362770548,0.02912956799161161,0.8836338510561061,0.029135965841562927,Topic_4
0.8988953237097419,0.02538471405094809,0.025279919810579917,0.02518497342832929,0.025255069000400848,Topic_1
0.02515629182387081,0.025301512131141835,0.5860925231280047,0.3383447835461581,0.025104889370824494,Topic_3
0.8849540699739137,0.028872534224453843,0.028777758099349637,0.028681618568244464,0.028714019134038527,Topic_1
0.0291629118697597,0.02904753952506446,0.8836362568772782,0.029117390119869777,0.02903590160802781,Topic_3
0.02870047996449756,0.028862967422492846,0.028635504120037118,0.38167838604812926,0.5321226624448431,Topic_5
0.02561826264407651,0.8988724040147396,0.02524467136369253,0.02516974157494405,0.02509492040254741,Topic_2
0.8850237148953667,0.028848203199855486,0.028750500403470037,0.028691950589812474,0.028685630911495327,Topic_1
0.025456309302346245,0.8984539533537618,0.0253239509456541,0.02545614368066433,0.025309642717573605,Topic_2
0.028979613250335674,0.028778030457047455,0.02885800702244599,0.02867235905622906,0.8847119902139419,Topic_5
0.36420515067864656,0.03413854045123302,0.033467839446420504,0.5347264859241648,0.03346198349953503,Topic_4
0.02552412613711758,0.8982766312878944,0.025363613970436537,0.025453242039776402,0.025382386564775095,Topic_2
0.8987795723279404,0.02534891795846249,0.025310714326975386,0.025272824849810555,0.02528797053681129,Topic_1
0.8651871793443675,0.03366686876917739,0.033651190301773735,0.03381574860692292,0.03367901297775849,Topic_1
0.02883429972588525,0.028850088585136584,0.028748702496358875,0.028909973299282344,0.8846569358933369,Topic_5
0.02547423216883861,0.8986802586557939,0.025324177433032422,0.025222784073523713,0.025298547668811365,Topic_2
0.02517737448591463,0.899289113299292,0.02523823572031964,0.025102386277315012,0.0251928902171586,Topic_2
0.3721952843817074,0.029352085189297782,0.02882610075721232,0.028885819938825212,0.5407407097329573,Topic_5
0.0336741273385847,0.03362572553531691,0.03370736385637081,0.033582114688734496,0.8654106685809931,Topic_5
0.8846426128168031,0.02879768675325103,0.02886947865430653,0.02866034406656492,0.02902987770907429,Topic_1
0.022465869631797673,0.9101474049369243,0.022524188662235507,0.022394785404748103,0.02246775136429457,Topic_2
0.025639735422694057,0.8985584260087848,0.02520392779556483,0.025496601741025103,0.025101309031931262,Topic_2
0.025213013714373567,0.025741789471383565,0.025467764091777725,0.025071585733426674,0.8985058469890385,Topic_5
0.02560966888089654,0.8984032813091157,0.025304074772449916,0.025162140896736865,0.02552083414080097,Topic_2
0.022286725893727672,0.9097071313977663,0.022316712365857198,0.023358185929794394,0.022331244412854532,Topic_2
0.03376247327298637,0.03369729601940056,0.033741107384060616,0.03373313552960584,0.8650659877939466,Topic_5
0.026119890945706655,0.025930071396421926,0.8976406063226401,0.025200967927664734,0.025108463407566565,Topic_3
0.0256299805315657,0.8988157184782755,0.025276464279807367,0.02512575388712477,0.025152082823226684,Topic_2
0.41961932206987657,0.034209530535653364,0.03358444460512069,0.47895903368493625,0.033627669104413185,Topic_4
0.029044531058830793,0.028969837731065956,0.8841883921618502,0.028829460139534562,0.02896777890871843,Topic_3
0.025474455948349375,0.898151127205194,0.025408362666405976,0.02556201487878713,0.0254040393012636,Topic_2
0.028858644881806485,0.028777191688886813,0.8847181507022428,0.028791968503350134,0.028854044223713793,Topic_3
0.025432115402696093,0.02535218376177669,0.025300580284865242,0.02525883505141842,0.8986562854992435,Topic_5
0.025189212285766732,0.8979673032024221,0.025175951606572988,0.026477495584186366,0.025190037321051767,Topic_2
0.028765355321000937,0.028765979193527132,0.8848459564921592,0.028805313225441047,0.028817395767871613,Topic_3
0.8646122804695782,0.03377004742848623,0.0339056981896872,0.033814309749101726,0.03389766416314665,Topic_1
0.02561826264407651,0.8988724040147396,0.02524467136369253,0.02516974157494405,0.02509492040254741,Topic_2
0.02944339704711986,0.02901894063169403,0.029170487923676203,0.5270686917636882,0.3852984826338217,Topic_4
0.3081782318637873,0.029234618575648665,0.02888749850307183,0.6050578750596795,0.028641775997812702,Topic_4
0.37367749260908334,0.029249510080866875,0.028903208631601993,0.028759480339683487,0.5394103083387644,Topic_5
0.8651871793443675,0.03366686876917739,0.033651190301773735,0.03381574860692292,0.03367901297775849,Topic_1
0.028819190842751533,0.028781534076212197,0.8847912465812345,0.02875560867784409,0.028852419821957655,Topic_3
0.028739663359926435,0.0289129928076337,0.02870519567863296,0.3535116719396648,0.560130476214142,Topic_5
0.8988218077417307,0.0253204350557145,0.025316735134780468,0.025172415930957107,0.025368606136817237,Topic_1
0.02904737897054238,0.028854902422305245,0.8842493122266403,0.028699517100633128,0.029148889279878958,Topic_3
0.8992725784793856,0.025345942932837328,0.025170363892420042,0.025105633833828047,0.02510548086152901,Topic_1
0.025742575668411576,0.898061462770121,0.02543377913459988,0.025147006383006425,0.02561517604386105,Topic_2
0.03390211214696842,0.033793100980421514,0.03372428124697113,0.03384690445529796,0.864733601170341,Topic_5
0.022583554352081064,0.909844046253673,0.02252641757117673,0.022401031048433984,0.02264495077463519,Topic_2
0.029107805022577152,0.028989483815545537,0.8835970190117192,0.0292923749884155,0.029013317161742755,Topic_3
0.02531365107367617,0.02525283484727977,0.8988640127069049,0.025292960751484888,0.02527654062065423,Topic_3
0.025570505767905247,0.8987823004704512,0.025303950194827566,0.025200854542432836,0.02514238902438319,Topic_2
0.8379846805867268,0.04051860938035813,0.040491806315791884,0.04053123411851241,0.040473669598610665,Topic_1
0.025506326660984333,0.025296396442262815,0.898403854681576,0.025322629779983112,0.025470792435193776,Topic_3
0.86417312407707,0.03407295155040271,0.03395046301586595,0.03386506559729166,0.033938395759369744,Topic_1
0.030185754162240678,0.029863681445050496,0.8823555605885997,0.028875288480542865,0.028719715323566278,Topic_3
0.0291729823281011,0.02921068914101605,0.8829904455091692,0.029481349363525915,0.02914453365818781,Topic_3
0.029047387569818672,0.02885490246728449,0.8842493042184321,0.02869951600225936,0.029148889742205433,Topic_3
0.8651346102595376,0.033733664352803616,0.033609051969744126,0.03379859423237302,0.03372407918554153,Topic_1
0.025177584801153636,0.8982127607638941,0.02504039197980273,0.02644011344039284,0.02512914901475666,Topic_2
0.025457927740889046,0.898533639630379,0.02528125332239583,0.02545088762890342,0.02527629167743259,Topic_2
0.8647637275825829,0.033916288495999446,0.033732974168110184,0.033681525340845446,0.033905484412461946,Topic_1
0.02256332245094566,0.9104824056313521,0.022412457291406142,0.022254352252733655,0.022287462373562283,Topic_2
0.898954914660918,0.025384623405587902,0.025248665776543056,0.025181053002170523,0.025230743154780518,Topic_1
0.3721952843817074,0.029352085189297782,0.02882610075721232,0.028885819938825212,0.5407407097329573,Topic_5
0.029137307111782515,0.029013123834416524,0.02900356448683912,0.029081302662625028,0.8837647019043368,Topic_5
0.8988778396515764,0.025380224791405552,0.02529847669507919,0.02514927743189353,0.02529418143004541,Topic_1
0.02567529766332613,0.898712898615355,0.025282908002827918,0.025167756529708235,0.02516113918878283,Topic_2
0.025483189969279237,0.898620519052742,0.02535730999476063,0.025177736368212827,0.025361244615005284,Topic_2
0.025484049823142754,0.8983538656526388,0.025345145918013044,0.025429046973119214,0.02538789163308628,Topic_2
0.025468618322123063,0.8981221629174597,0.02533163940867207,0.025741346904978184,0.025336232446766988,Topic_2
0.029023009765442382,0.02894347760159615,0.8842725049524893,0.028750710792885752,0.02901029688758637,Topic_3
0.022457174684081097,0.9101465937162511,0.02248029291007223,0.022462478087642505,0.022453460601953,Topic_2
